plateifu "count in aperture" distance(kpc) "nth distance" "nth redsuift difference"
170540 3 "[0.23033512027072495, 54.85248792472186, 152.39383196267417]" "[0.23033512027072495, 54.85248792472186, 152.39383196267417, 341.0415003096406, 345.39423445655603, 393.94782944395166, 401.3986071159152]" "[12.664594520549247, -86.32085819645695, 178.48242675613886, 148.87122207454865, -384.512412559961, -7.550620012451522e-05, -820.8761870036619]"
171075 1 [0.15088178342438463] "[0.15088178342438463, 782.4018359488358, 853.1439383831557, 993.9573957183198, 1030.9030428197693, 1279.4610206674433, 1866.0161050321426]" "[158.20246552088588, -0.0009293035593497659, -409.5544684155014, -315.1300838104215, -374.15593392098214, 176.84879098531337, -679.2739683114614]"
171734 3 "[0.3403376577261623, 171.3284588117832, 243.0637318430456]" "[0.3403376577261623, 171.3284588117832, 243.0637318430456, 314.64635572532126, 345.8895505621983, 378.7268596083282, 481.4055998979903]" "[-192.02712026671895, -252.37304444885083, -183.7370104246942, 32.288309088015744, -503.5724188550768, 247.4134765688421, 328.3657346719222]"
172633 1 [110.83845924907538] "[110.83845924907538, 362.74721050681046, 673.1161221930288, 783.4368673684921, 947.4270289393125, 1028.8954795921718, 1977.3969550849004]" "[252.8951393649612, 31.61409347254379, 17.631583002093866, 224.800568007562, -31.468024851169748, -129.57342818712846, 172.76150587648493]"
172657 1 [0.6893528267276089] "[0.6893528267276089, 806.4219680967133, 982.8669831981724, 1862.3459497599222, 2255.552959837513, 3021.140864897885, 3188.6447223371365]" "[-449.5983284228091, -0.0003088453357659702, -452.82815432381085, -63.12709972646288, -480.77083898600387, -9.453021994048877, -623.1422794630771]"
172924 7 "[269.3755815047474, 215.17328450838755, 137.1844573879699, 110.4605247857473, 0.3938948095040792, 189.32175236637605, 104.41389609732154]" "[0.3938948095040792, 104.41389609732154, 110.4605247857473, 137.1844573879699, 189.32175236637605, 215.17328450838755, 269.3755815047474]" "[-146.88881502703612, -263.76339336030964, -948.0721464026574, 45.367353499844306, -349.52018501322004, 0.00013781848513568876, 309.48938195188305]"
172956 2 "[254.6591420914952, 0.22928705772543548]" "[0.22928705772543548, 254.6591420914952, 621.4831311764424, 867.4909909005833, 874.7396109840142, 1078.5630433651663, 1205.595753551587]" "[-308.2975781817343, 158.15093005214072, -356.24240042585694, -816.1754161609616, -174.76907044467887, -0.0010913312789086465, 160.71290121980942]"
173323 3 "[259.7087277814271, 63.601262919434404, 0.09748297772730612]" "[0.09748297772730612, 63.601262919434404, 259.7087277814271, 630.6434020335598, 633.2698313062331, 659.6724631951296, 844.101849226271]" "[-617.8742128847779, 163.30809772284914, 0.0008632139026183371, -9.056497801700328, -172.4977499828876, -651.7047406140805, -303.035430001104]"
173535 3 "[15.146303296622175, 253.16715903908005, 282.135804608168]" "[15.146303296622175, 253.16715903908005, 282.135804608168, 304.9011898311119, 312.4533574136676, 355.7185125484713, 517.3717402055706]" "[471.98017377286754, 696.8953322108796, -75.83493053409849, 635.9038895741214, 110.13692597862685, 21.718766717802534, 279.1823504873475]"
174394 3 "[77.08346463308595, 0.10359020063240579, 148.89938932339462]" "[0.10359020063240579, 77.08346463308595, 148.89938932339462, 360.5440175319302, 454.8019503641083, 2237.9826961617277, 2713.9761137283604]" "[-291.5376490601306, -185.14771995182386, -654.8550912490193, 253.75345575296828, -7.212337901957438e-05, -137.01080571082284, -205.53404152751017]"
174904 1 [0.1692130107694529] "[0.1692130107694529, 482.4548789975954, 2292.3118689635735, 2800.8274591709283, 2913.75463628351, 3145.9709100947075, 3501.02923457704]" "[-475.15665558552365, 240.73894599002972, -427.64739077618344, 86.41312914908305, 238.25961905357613, -0.001465911742298363, -136.70842610877378]"
175757 1 [0.2888942155379459] "[0.2888942155379459, 912.4983667074362, 2356.890160033573, 2488.3258016296536, 3374.774088672584, 3380.625189802806, 4161.37488256646]" "[23.75119199733573, -258.9322840600447, -0.001206779463706892, -13.729083672656236, -0.045879336877284925, -749.2136016740636, -107.89436744473737]"
175947 5 "[252.4126037099036, 244.32295588542965, 32.919807776228865, 171.09634394940494, 284.5336310561577]" "[32.919807776228865, 171.09634394940494, 244.32295588542965, 252.4126037099036, 284.5336310561577, 317.3856729664921, 358.0321533257543]" "[122.0813705108114, 189.94568610564846, -12.374092792575762, -929.3922487276694, 802.3014677358814, -708.4953868290088, -495.40282071050024]"
175959 2 "[264.4187121417116, 0.7096768545545636]" "[0.7096768545545636, 264.4187121417116, 317.6046123471761, 362.1508859641499, 654.7371533258475, 1039.9242430919326, 1443.1573281228314]" "[741.1850824946697, 917.0185021023835, 719.0520639241125, 433.98977418445907, 698.0336256610241, 0.0003461672898408949, 531.2061936278876]"
176219 1 [0.18698103493581136] "[0.18698103493581136, 638.0714372652072, 2555.0010970210237, 2577.7027310776816, 2595.6147261595947, 2806.077430262027, 3753.8062116689484]" "[316.3408403400455, 482.688042380986, 627.4762682141337, 253.8260634954844, 152.62038467502336, 466.04304748868685, 0.001059527275376856]"
176251 2 "[17.801698820029287, 154.83881344361788]" "[17.801698820029287, 154.83881344361788, 2073.7605398356627, 3084.695054537779, 3176.490205968369, 3442.1851219831306, 3549.559015780013]" "[-74.70471044576519, -129.98476661719732, 227.48057055051274, 131.38319867029435, -37.847616951692636, 173.2994592914546, 126.74395358289426]"
176254 2 "[0.008860715730044946, 144.15419691802552]" "[0.008860715730044946, 144.15419691802552, 2066.5923485680005, 3091.1042256366873, 3175.7166513861407, 3442.105198549604, 3551.7913856147966]" "[-164.59087442034934, -256.72802408585403, 4.639941201637651, 0.0006961142375726823, 100.73731308185603, 46.55620182279792, -201.44796791442187]"
176590 0 [] "[855.6102595176984, 1131.079289552871, 1137.0523206482571, 1332.6990159100633, 1337.171982241286, 1540.5918625971374, 1549.972290600467]" "[965.1505163999739, 861.3806327839735, -24.09646398926346, -120.73884106992749, 252.17650007926852, -507.9896058931407, -999.7786223198678]"
176755 3 "[0.06123655543630606, 233.4240372775973, 168.84064691344136]" "[0.06123655543630606, 168.84064691344136, 233.4240372775973, 324.5560063376064, 1364.1543846704828, 1495.4112458756247, 2595.9694565575655]" "[-875.8912709196621, 188.97294740353877, 797.5382625372296, -0.000904967379009258, -843.0033341517859, -252.58847909523192, -582.7008093586081]"
177503 2 "[0.2640759031653178, 171.7695900225584]" "[0.2640759031653178, 171.7695900225584, 464.7132980967538, 1054.9363352142266, 1299.9084858071506, 1358.907317890109, 1472.6389699624262]" "[323.6628229029827, 163.598816062262, 36.51879198785656, 8.678854207714732, -0.0010236977434789375, 230.03360981986455, 366.6445240184569]"
177873 2 "[246.07304152929115, 15.127769667539285]" "[15.127769667539285, 246.07304152929115, 577.1660241756769, 590.747015062433, 693.389165622251, 902.0749972857138, 1086.703541117086]" "[-417.08675870306996, 108.74051284493298, 753.191293348951, 285.2149836515316, -910.7363871460726, -0.001426411198660631, 245.09902709413856]"
179180 2 "[0.8873062440110814, 136.9000647495602]" "[0.8873062440110814, 136.9000647495602, 379.78381711657147, 531.7653036830345, 566.4698445076203, 929.9545167684875, 1080.8795709985989]" "[-837.0080858827127, -0.0007139032079704423, -625.6666840148165, 321.9767436551557, 909.7827213587568, 795.4075726127729, 167.78047723070839]"
180020 1 [31.81345644016398] "[31.81345644016398, 1085.5466981540317, 1420.5189006153644, 2032.4854987068175, 2144.546016634199, 3000.390276827881, 3007.7586475841954]" "[-866.6933793703517, -101.96173803027489, -322.29572570552443, -479.6816127293012, 882.4204008566238, 405.3219549353518, -214.09879164983846]"
180662 9 "[118.381548789273, 154.5539102557124, 141.632220874408, 0.080586593831817, 42.02158396034056, 241.16708031194588, 148.05200513004152, 205.52667053423556, 253.6920688245235]" "[0.080586593831817, 42.02158396034056, 118.381548789273, 141.632220874408, 148.05200513004152, 154.5539102557124, 205.52667053423556]" "[-104.09607252065683, 594.6050617064104, 508.2105692964211, -7.923553729865428e-05, -237.34537677387738, -49.544179035066016, 294.70031476609563]"
180997 2 "[0.05223962972911043, 35.50581835909372]" "[0.05223962972911043, 35.50581835909372, 501.7063476168794, 780.4895158024085, 1237.7830809557734, 1333.737537920469, 1437.0976901686422]" "[125.00599833134535, 241.22835732638063, 0.0010145488006233936, 925.3327334185612, 740.9869579956901, 992.7838278573226, -97.89219413944359]"
181025 2 "[35.6518238353989, 0.060924321067784344]" "[0.060924321067784344, 35.6518238353989, 521.0092265575685, 770.8769868431227, 1223.402747621007, 1324.4978278559643, 1475.948865907112]" "[-241.2269867808964, -116.22200299835167, -339.12019546914064, 751.5558265276256, 499.7589566659931, 0.000355996683615533, 684.1047320888642]"
181128 1 [50.95459972419137] "[50.95459972419137, 394.7618648484806, 482.5237679055077, 625.8897847670416, 1139.4644659617813, 1250.6133159114147, 1782.3003508611716]" "[-119.41417569900266, -292.18752512388636, 314.28264706710763, -144.1627725061249, -485.01661919959594, 472.34755696357075, 214.49978920026905]"
181304 2 "[0.04083530744992682, 147.27484976098285]" "[0.04083530744992682, 147.27484976098285, 483.40486229833857, 617.9440801139965, 3587.404542537551, 4217.178437078695, 4269.67357361053]" "[-148.87128613771378, 183.97947189511476, -263.5412737626272, -883.8532378682183, 1.1443035001113321e-05, -935.8185902795631, -199.601442336573]"
181354 4 "[22.105291948948445, 0.23524791247223045, 108.38059001362602, 159.7114324644241]" "[0.23524791247223045, 22.105291948948445, 108.38059001362602, 159.7114324644241, 548.2540392791683, 578.2238144409081, 1504.091942407326]" "[594.1893901669273, -266.87862123553055, -187.52229024605055, -0.0002959910740494592, -220.50850664023656, -418.0795926853975, -246.20192803665597]"
181518 1 [0.7120743301302765] "[0.7120743301302765, 590.2017587408927, 733.790416489774, 822.3038068019353, 823.6897417344883, 1036.8518240996862, 1130.0584696153312]" "[-153.89033831577146, 319.873301194577, 226.57689866418994, 115.00495289590812, -157.51104909414195, -110.08889577175819, -295.73017535962305]"
181567 7 "[246.91413523935267, 189.34151597439026, 0.04625157004268, 18.72661812661337, 70.85008621243699, 263.25988930469816, 247.27544741759976]" "[0.04625157004268, 18.72661812661337, 70.85008621243699, 189.34151597439026, 246.91413523935267, 247.27544741759976, 263.25988930469816]" "[0.00047403516007224873, -220.47311538200694, -201.6782536641793, 166.13213098658008, -511.70691892834617, -276.4656988441856, -789.2195464651049]"
181672 4 "[116.39155898028692, 0.3283056562490376, 89.94838738161951, 294.71974434949846]" "[0.3283056562490376, 89.94838738161951, 116.39155898028692, 294.71974434949846, 756.1955683702002, 1060.1610908675932, 1578.1193334977834]" "[-429.0884194408092, -720.2328778723213, 0.0004290280905038838, -308.42337461099356, 679.5817086821463, 973.0357383319404, 139.5128258306947]"
182146 3 "[292.1706987178012, 5.763459856983337, 7.5201387817335545]" "[5.763459856983337, 7.5201387817335545, 292.1706987178012, 511.8323074266285, 571.6179078250304, 1389.0589701787449, 1540.2001933133924]" "[102.77815630772379, -565.7578335258248, 3.4663048174148058e-06, 352.22301602153146, -21.80243817939194, -272.35741094492704, -555.029718862954]"
182155 1 [0.13884747044240672] "[0.13884747044240672, 1270.8391749886728, 2246.7942664109623, 3976.5758111505656, 4056.9097934581614, 4907.940249364914, 5212.342575552346]" "[369.52776555215445, -5.618969839849796, 715.038726355991, 371.08237055014695, -20.66021992100152, -267.57884651307137, 230.60951376315083]"
182745 3 "[184.43865627629117, 209.0322664945936, 0.0989651478656507]" "[0.0989651478656507, 184.43865627629117, 209.0322664945936, 420.64874597275195, 558.290988000961, 763.0182551286348, 974.5689421005872]" "[570.4967803976198, 303.3604711340999, -86.97940103426224, 777.738358308885, 78.20966495573127, -4.456902538094881, 0.000301877844867043]"
182991 5 "[279.75454907686515, 144.84979930004684, 16.660913149300665, 0.05166075574283749, 178.06216750839977]" "[0.05166075574283749, 16.660913149300665, 144.84979930004684, 178.06216750839977, 279.75454907686515, 419.70286732654796, 1289.542850448864]" "[-0.00014852160173817812, -8.217665457829417, 259.6389887939845, -346.69046484115677, 274.00344963032046, -20.062594056039632, -114.24798047895688]"
183176 3 "[254.80892624253113, 280.2907778703442, 0.19171425261211136]" "[0.19171425261211136, 254.80892624253113, 280.2907778703442, 347.8123568103815, 508.83687649541366, 511.33623155485657, 580.591174564543]" "[-0.0002544091457456726, 543.1108296021705, -75.43433485771361, 663.9411628944164, -375.06657919780554, -979.8168579283767, -53.87982590566221]"
183649 0 [] "[967.831328275985, 1105.794135133872, 1237.5794156595346, 1297.2876528782683, 1557.5545858177206, 1675.205122388546, 1788.686550359425]" "[-0.2971868685485441, 112.3089286038576, 190.22233598887905, 65.39827606385931, -172.93428499332086, 620.7407062950133, -199.9567149727942]"
183894 2 "[203.70555774651373, 0.11023750347602979]" "[0.11023750347602979, 203.70555774651373, 350.16019468674557, 927.6376585831674, 1056.170726713247, 1462.603853994382, 1528.0706451293481]" "[-61.72322441444299, -513.9613921350589, -634.7917254273046, -290.415447581773, 25.155965243483568, 0.0008481638977784422, -569.011384635811]"
184025 4 "[200.69303961174825, 53.723913162547255, 0.09815633020650939, 247.35409104839331]" "[0.09815633020650939, 53.723913162547255, 200.69303961174825, 247.35409104839331, 300.791207667491, 338.2203171347473, 416.18612416829944]" "[71.44554403218942, -0.9083635827122379, -174.42327746066135, -494.3569655173538, 641.8917659248741, -815.6822037374792, -84.51752203796488]"
185204 1 [0.6861741605559268] "[0.6861741605559268, 391.53230818800586, 689.9308186098042, 1731.0493135467477, 1970.0785995552417, 2098.488153737945, 2114.040913672984]" "[-688.5553775698471, 0.0006188685965100365, -864.701505079456, -310.152012742393, 132.200118022598, -387.25684683822874, -295.47707763203266]"
185453 4 "[0.07121710359333634, 151.35595630547388, 144.143892674895, 269.88719011290226]" "[0.07121710359333634, 144.143892674895, 151.35595630547388, 269.88719011290226, 665.7145994160539, 698.4998465649655, 724.6177278227727]" "[195.53540625903042, -261.011429624125, -274.5248782417324, -0.0008447959419832128, 132.41084900577397, 160.99681849472256, -476.3376236133125]"
185641 2 "[254.82728070287462, 0.22476579332910773]" "[0.22476579332910773, 254.82728070287462, 412.3046231347241, 526.7224351596452, 1013.2030371207806, 2005.9825280421674, 2325.923511086101]" "[-717.9590670748407, 55.19781859343692, 0.0004066532199053943, -583.9190585553999, -697.6419879631455, -19.48799651845351, -534.0198119244333]"
186158 0 [] "[575.9112019221096, 762.1165557875662, 1879.6611611878782, 3198.4821179850405, 4025.6990869034653, 4124.697174479529, 4605.0899382134985]" "[inf, -795.0815401263972, 342.77316975484894, -252.5266294548799, -689.9848815552134, -24.524597299589654, 43.091785601602055]"
186450 3 "[0.14766495902460797, 130.75692033450377, 245.35114271207885]" "[0.14766495902460797, 130.75692033450377, 245.35114271207885, 416.2094096436938, 462.84300664696576, 556.717032182813, 658.259552140698]" "[-232.66102353088493, 296.94107911856537, -639.5699472439431, 109.03936812557343, -42.577058108239726, 453.07613453476193, 184.91570689253572]"
186866 3 "[146.23175914885388, 23.99808123536392, 0.48224588503344207]" "[0.48224588503344207, 23.99808123536392, 146.23175914885388, 693.3494308700339, 1540.9465220585473, 1626.732441831699, 1631.8331719125435]" "[-386.39180099790576, -367.29428270360114, -107.08557028099182, -242.1217768307555, -0.0009829049039244116, -66.19231122460249, -161.65309916167737]"
187154 2 "[1.2744167275990992, 264.3040094479589]" "[1.2744167275990992, 264.3040094479589, 446.6634310700653, 663.33658956917, 818.4584090531964, 928.5168703900139, 1219.8743203796696]" "[-22.41222256902388, -314.29377819786004, -241.10226013145376, -23.645185153638632, 99.7180821439571, -5.146317800348576e-07, 495.18189664765663]"
